pl_name,pl_rade,pl_orbper,pl_eqt
HD 158259 b,1.28228,2.1779407,1462.0
HD 15906 b,1.90150181,10.92454779649,621.42
HD 15906 b,2.24,10.924709,668.0
HD 15906 c,2.93,21.583298,532.0
HD 17156 b,11.937585,21.216398,883.0
HD 17156 b,13.1431,21.216464,581.0
HD 183579 b,3.55,17.471278,769.0
HD 183579 b,3.57668278,17.47130782378,689.36
HD 183579 b,3.53,17.471275,748.0
HD 183579 b,3.49,17.471291,752.0
HD 18599 b,2.7,4.137437,863.0
HD 18599 b,2.67576585,4.13743791667,918.68
HD 189733 b,12.756,2.218573,1201.0
HD 189733 b,12.901559,2.21857578,1191.0
HD 189733 b,12.3,2.2,1200.0
HD 189733 b,12.542871,2.218577,1209.0
HD 189733 b,12.77826,2.22,1200.0
HD 189733 b,13.3010355,2.21857480391,1101.7
HD 191939 b,3.39512346,8.8803232,818.69
HD 191939 b,3.20594,8.8803281,777.0
HD 191939 b,3.39,8.88029,893.0
HD 191939 b,3.42,8.880403,812.0
HD 191939 b,3.41,8.8803256,880.0
HD 191939 c,3.14550353,28.580474,545.0
HD 191939 c,3.195,28.579743,600.0
HD 191939 c,3.23,28.58059,552.0
HD 191939 c,3.08,28.5805,605.0
HD 191939 c,3.1823776,28.579889,554.51
HD 191939 d,3.1168896,38.352562,502.73
HD 191939 d,3.28435831,38.3511223,494.11
HD 191939 d,2.995,38.353037,540.0
HD 191939 d,3.16,38.3561,499.0
HD 191939 d,3.04,38.3525,549.0
HD 202772 A b,24.9862,3.3088922,3184.0
HD 202772 A b,17.317905,3.308958,2132.0
HD 20329 b,1.72,0.926118,2141.0
HD 20329 b,1.67736,0.9260632,1576.0
HD 206893 b,14.01122587,9350.0,1429.2
HD 206893 c,16.36511182,2090.0,1181.9
HD 207496 b,2.25,6.441008,743.0
HD 207496 b,2.56374,6.441006,853.0
HD 207897 b,2.501,16.202159,632.2
HD 207897 b,2.34302132,16.20166,581.75
HD 207897 b,2.38101,16.2016817,641.0
HD 209458 b,15.24424,3.52,1450.0
HD 209458 b,15.7,3.5,1450.0
HD 209458 b,15.46842,3.52474859,1459.0
HD 209458 b,15.233,3.524746,1449.0
HD 209458 b,16.3776,3.5247546,1371.0
HD 213885 b,1.745,1.008035,2128.0
HD 213885 b,1.7202,1.0082361,1835.0
HD 21520 b,2.697,25.1292,637.0
HD 21749 c,1.00084,7.7897726,966.0
HD 21749 c,0.892,7.78993,701.0
HD 219134 b,1.28153171,3.0929386,950.54
HD 219134 b,1.602,3.092926,1015.0
HD 219134 b,1.533,3.09292,930.1
HD 219134 c,1.39215,6.7650398,789.0
HD 219134 c,1.511,6.76458,782.0
HD 219134 c,1.507,6.765149,715.9
HD 219134 d,1.61,46.859,410.5
HD 219134 f,1.31,22.717,522.6
HD 219666 b,4.71,6.03607,1073.0
HD 219666 b,4.898,6.034468,1076.0
HD 219666 b,4.44029,6.0344667,788.0
HD 219666 b,4.24,6.04345,838.0
HD 221416 b,8.35660775,14.27812199624,789.15
HD 22946 d,2.607,47.42489,546.0
HD 23472 b,2.0,17.667087,543.0
HD 23472 b,1.87042,17.6671687,462.0
HD 23472 c,1.87,29.79749,467.0
HD 23472 c,1.60982,29.7975205,374.0
HD 23472 d,0.757588,3.9766833,855.0
HD 23472 d,0.75,3.97664,909.0
HD 23472 e,0.969819,7.9076222,720.0
HD 23472 e,0.818,7.90754,723.0
HD 23472 f,1.137,12.1621839,630.0
HD 23472 f,1.15643,12.1623316,638.0
HD 235088 b,2.07506422,7.434151,753.95
HD 235088 b,1.97737,7.4341456,733.0
HD 235088 b,2.045,7.4341393,805.0
HD 25463 b,2.62,7.049144,1290.0
HD 25463 b,2.54535814,7.0491423,1198.46
HD 25463 b,2.84649412,7.04916084122,1199.74
HD 25463 c,1.36354953,3.04405,1585.57
HD 25463 c,1.5,3.04405,1707.0
HD 25463 c,1.33374248,3.04404408205,1587.27
HD 260655 b,1.27326,2.7694936,602.0
HD 260655 b,1.24,2.76953,709.0
HD 260655 c,1.533,5.70588,557.0
HD 260655 c,1.89602,5.7060868,593.0
HD 2685 b,17.0952,4.1269046,1715.0
HD 2685 b,16.14096,4.12688,2061.0
HD 28109 b,2.55946293,22.8909855,803.99
HD 28109 b,2.199,22.89104,881.2
HD 28109 c,4.23,56.00819,585.2
HD 28109 c,4.60744436,56.00450564844,596.67
HD 28109 d,3.43591025,84.26076445013,520.71
HD 28109 d,3.25,84.25999,506.5
HD 3167 b,1.7,0.959624,1669.0
HD 3167 b,1.67,0.959641,1774.0
HD 3167 b,1.627,0.95965428,1777.0
HD 3167 b,1.574,0.959632,1759.0
HD 3167 b,1.557,0.959628,1860.0
HD 3167 c,3.0,29.8454,564.0
HD 3167 c,2.85,29.8454,500.0
HD 3167 c,2.923,29.8464948,565.0
HD 3167 c,2.86,29.83832,531.0
HD 3167 c,2.74,29.84622,548.0
HD 332231 b,9.07303305,18.712024,798.3
HD 332231 b,9.718203,18.71204,876.0
HD 332231 b,10.3984,18.712253,1008.0
